id,accommodates,latitude,longitude,kmeans_cluster,sub_cluster
A1244317952110427360,6,34.19115096055134,-118.5251800186369,3,3
A1244330263886234845,2,34.06910436331654,-118.10570614292789,22,22
A1244336302755754964,4,34.07082,-118.10544,22,22
A1244343380495609370,2,34.071362208345334,-118.10514250927706,22,22
A1242911506204361819,6,34.04885,-118.52799,17,17_0
A1242913586616166959,2,33.84204420686506,-118.14318440429804,34,34
A1242918315061090992,5,34.04446342034324,-118.2628485180986,9,9_5
A1242922108615060228,4,34.012566494084034,-118.4889793800664,17,17_0
A1242931066447486795,3,34.16352626606218,-118.5966507420668,28,28
A1242944148781267682,13,34.0461672973037,-118.34723141485898,27,27
A1242969128159741708,8,34.22875683362103,-118.6082353187842,28,28
A1242971064143296868,6,34.16979,-118.45936,19,19
A1242975791030304030,3,34.172,-118.59998,28,28
A1245789092777209080,4,33.8776658,-118.3804117,13,13
A1244348433715271147,12,34.04433,-118.39236,0,0_2
A1244356352856834617,5,34.0748431332622,-118.26258946712854,9,9_4
A1244378554408197701,2,34.25808,-118.4769,3,3
A1244386022753992707,2,34.07838,-118.35664,0,0_3
A1244397681504113138,16,33.8572685,-118.2596704,18,18
A1244403203515515274,3,34.04913551344049,-118.27867310518825,9,9_3
A1244408750775955574,2,33.770428550693985,-118.1941412815518,2,2
A1244428398828456789,16,34.16495,-118.41546,19,19
A1244430306558261881,3,34.0886967,-118.1349205,22,22
A1244463999200867641,2,34.111007942448914,-118.07460918070574,1,1
A1244503900770727101,2,34.09263,-118.34698,21,21_2
A1245795474328654553,6,33.8915,-118.13892,34,34
A1245839464136852399,4,34.06372,-118.3744,0,0_3
A1245851926914190437,2,33.76841,-118.18959,2,2
A1245856670304502731,6,33.98860439205106,-118.46789386817966,17,17_1
A1242985664251202417,4,34.04089,-118.34572,27,27
A1243016888459350597,4,34.37756,-118.52642,23,23
A1243069504455272144,2,33.847427629179286,-118.3492355486981,13,13
A1243105711037696015,3,34.07396686470851,-118.5988112480705,16,16
A1243116245257812522,4,34.17595,-118.44718,19,19
A1243117343898404865,2,34.62433,-118.16483,32,32
A1243145033039959543,3,34.07178,-118.38003,0,0_1
A1243204283126847301,2,34.106588162031585,-118.33710506558418,21,21_3
A1243281126938529578,2,34.06102,-118.25083,9,9_0
A1243341708772925856,2,33.8039,-118.19081,2,2
A1243341708808016172,2,33.8039,-118.19081,2,2
A1244521807674792747,4,34.1484053378021,-117.90093151783675,24,24
A1244527144123868060,4,34.07394223420035,-118.39212887745796,0,0_1
A1244530591938536686,2,33.90196,-118.02811,33,33
A1244733566641529769,4,34.09659,-118.34035,21,21_2
A1244912026381782580,2,33.77155,-118.18611,2,2
A1244919928425593807,2,33.769624476730364,-118.18519688236609,2,2
A1244958409045806390,4,34.15815,-118.35203,7,7
A1245002367099100333,10,34.0866,-118.35189,21,21_2
A1245024796269082788,2,33.88762,-118.40733,13,13
A1245888998483557360,11,34.17778,-118.44342,19,19
A1245918428461578496,12,34.283947879563215,-118.55713141104798,3,3
A1245941814614671355,2,33.948809812549406,-118.2906128957583,18,18
A1245971536659383427,3,34.08731,-118.38328,0,0_0
A1245996812053241218,2,33.838340649023934,-118.37676018476486,13,13
A1243480208524289188,6,34.22346784230145,-118.54898427763518,3,3
A1243491071113300710,12,34.01241999481576,-118.2306580886536,6,6
A1243506372066208725,10,34.0614859,-118.1309835,22,22
A1243511571188325611,4,34.1084809,-118.8191343,30,30
A1243534138183248802,6,33.89547117651068,-118.22580664715449,18,18
A1243574915468774302,8,34.174970720265954,-118.34737942210134,7,7
A1243578494560225072,6,34.18053,-118.31188,7,7
A1243579489922855345,2,34.064747006310185,-118.37370640166893,0,0_3
A1243593367871892603,4,34.1778664,-118.1404605,31,31
A1243599580008277537,4,33.9716,-118.45319,17,17_2
A1243632813040977361,3,34.06619,-118.38034,0,0_1
A1245998646692365911,8,34.17271183047393,-118.3790639014807,7,7
A1246039435916713885,8,34.12415,-118.07392,1,1
A1245026881428114321,1,34.08050646696646,-118.25781341592668,9,9_4
A1245029472004306382,4,34.0041861,-118.4716492,17,17_1
A1245042371200430117,12,34.19891,-118.6453,28,28
A1245042450835316099,4,34.104440434362736,-118.37756196191616,0,0_0
A1245053763803265715,10,34.10328,-118.4042,0,0_0
A1245058814886132404,6,33.74764304470884,-118.30927308703956,20,20
A1245062460307926928,2,33.83262,-118.08759,34,34
A1245071506123250601,2,33.832168681374554,-118.0879898681482,34,34
A1245079285743581244,4,33.989733559266234,-118.45558626162064,17,17_2
A1245086995491657598,1,34.0437584509804,-118.43628158007569,29,29_1
A1245102712303720320,2,34.167315963720256,-118.4039168196884,19,19
A1243635611900601965,2,34.00593,-118.48168,17,17_1
A1243689038584053601,7,34.12607,-118.00115,1,1
A1247231109884620732,10,34.089182799309874,-118.29727758596734,21,21_1
A1247242587583000262,4,34.17313654576082,-118.34617730749476,7,7
A1247244057488760665,4,34.09095286935737,-118.30050992225324,21,21_1
A1247248454070890510,2,34.09946,-118.32209,21,21_3
A1247248487289555088,2,34.0994637,-118.3220889,21,21_3
A1247248520207601190,2,34.0994637,-118.3220889,21,21_3
A1247248559678946173,4,34.0994637,-118.3220889,21,21_3
A1246057407378597262,4,33.9079797,-118.2641457,18,18
A1246118563427953726,2,34.08401114012049,-118.09882122559269,22,22
A1246340923818289747,3,34.04998,-118.2435,9,9_0
A1246381358592369255,1,34.11055,-118.0081,1,1
A1246440344856253393,4,34.12363048877289,-118.0285546742833,1,1
A1247248593550266343,4,34.0994637,-118.3220889,21,21_3
A1247288407376244433,8,34.16307,-118.65538,28,28
A1247308345649211702,4,34.16948882600306,-118.3074027503492,7,7
A1247323528536057491,2,34.0493371,-118.257817,9,9_5
A1247329397795788013,10,34.03121,-118.36208,27,27
A1247340538580393927,5,34.04741,-118.0027,1,1
A1247355026363978263,9,33.99526304475737,-118.3415616698641,27,27
A1247358963832052449,10,34.12953,-118.24993,12,12
A1245139465465659855,2,34.13817435998117,-118.3517296602668,7,7
A1245158289525043957,2,34.12933,-118.04367,1,1
A1248066682059328124,5,34.00681040786737,-118.2287642551916,6,6
A1248077559385939013,8,34.005105968265944,-118.2879686520151,27,27
A1248088156097902359,1,34.434324310969664,-118.54089268992074,23,23
A1248091677697748388,5,33.9010594,-118.4170633,13,13
A1248096960314868642,1,33.9867242,-117.8813271,15,15
A1248103194866987415,2,34.0955155,-118.346471,21,21_2
A1248110424435516819,4,34.13309,-118.36049,7,7
A1248111278809806817,7,34.06127,-118.0581,1,1
A1246440514095105867,2,34.11827009472108,-118.06203015580962,1,1
A1248114702135023566,4,34.006501191492696,-118.23068730365932,6,6
A1248115945447607230,7,34.0590440901932,-118.05970783480444,1,1
A1248122922596031643,10,34.24975187649196,-118.2936245922362,7,7
A1248125776011557255,6,34.09288,-118.33259,21,21_2
A1248136125375100784,1,33.8906294,-118.2689339,18,18
A1248140161025089669,4,33.79242,-118.18093,2,2
A1248166001412060673,5,34.14232,-118.26672,12,12
A1248170324354006831,8,34.11013,-118.08916,22,22
A1248183475462416013,1,33.98728,-118.31964,27,27
A1248195576187134939,10,34.062400198132174,-118.3999483053297,0,0_1
A1246448804970096817,5,33.86357,-118.07448,34,34
A1246462683163235839,2,33.98663,-118.4666,17,17_1
A1246465240620203259,4,34.05265062742389,-118.26284608919676,9,9_5
A1246486088710326632,12,33.81424,-118.0735,2,2
A1246552929143402548,14,34.08266,-118.34485,21,21_2
A1246572362620765384,4,33.97901,-118.32215,27,27
A1246575124958716284,2,34.12619,-118.08119,1,1
A1246576969215628943,2,34.09535,-118.3524,21,21_2
A1248236414905324202,10,34.0668,-118.09239,22,22
A1248241391207241697,16,34.22796954771729,-118.5620701649946,3,3
A1248247337637260016,7,34.00834,-118.41682,4,4
A1248267654179013497,10,33.98499178395662,-117.8815030146366,15,15
A1248274465695328205,8,34.199440611186006,-118.5442778422109,3,3
A1248297906624015663,2,34.06681166782603,-118.4069816540734,0,0_1
A1248309332072613154,8,34.20451,-118.32003,7,7
A1248370142618509939,6,34.11748,-118.35988,21,21_0
A1248515869365691016,2,34.1460341,-118.0707844,1,1
A1247362577039444708,2,34.23242,-118.53132,3,3
A1247363147086311335,4,34.01418,-118.23817,6,6
A1247364959215690295,8,33.887952585819654,-118.32869341112205,25,25_0
A1247370709709495072,8,34.17977748296845,-118.53195976811668,3,3
A1247383352020653390,4,33.990626040791234,-118.06136273437106,33,33
A1247389954733548457,5,34.091411329951605,-118.17047694232788,22,22
A1247394375341988875,2,34.21342414193728,-118.37511159435984,7,7
A1247456765262668807,6,33.91806,-118.25174,18,18
A1247482382168142734,2,34.160459045862055,-118.4436295105088,19,19
A1247486431253434300,2,34.11503688286848,-117.79808643485993,11,11
A1246601579548573401,3,34.15207898500023,-118.14369930606084,31,31
A1246637344375741062,2,34.00278942861122,-118.41456410353943,4,4
A1246659769030657304,2,34.051767,-118.0918072,22,22
A1248543907045933518,14,34.07833,-118.12206,22,22
A1248548739313920556,14,34.0994637,-118.3220889,21,21_3
A1248577572701012879,6,34.06899,-118.37797,0,0_3
A1248584493513975568,7,34.61055589405714,-118.19193688341156,32,32
A1248586749380793097,3,34.06217442383703,-118.34696574758324,0,0_3
A1248593291783911605,4,34.37531376822896,-118.5432983584466,23,23
A1248599408967239220,2,34.19919,-118.64653,28,28
A1248604906338535231,4,34.07376,-118.46822,29,29_0
A1248604911179407096,4,34.07295,-118.46931,29,29_0
A1248604915083830243,8,34.07376,-118.46822,29,29_0
A1248604916168015561,8,34.07376,-118.46822,29,29_0
A1247502063361938599,2,34.06261,-118.29317,9,9_2
A1247510352829852520,2,34.16038032211567,-118.4456938258129,19,19
A1247529215618504258,11,34.07864,-118.01432,1,1
A1247531804151554312,2,34.09583,-117.90645,24,24
A1247553327833037621,7,34.08527,-118.32787,21,21_1
A1247557206287155551,4,34.08272995716776,-118.09872262733126,22,22
A1247598035738010641,4,34.14910729843065,-118.25376613250424,12,12
A1247758497919365821,2,34.062011536154195,-118.13025096680116,22,22
A1247783187978533100,2,34.06221149130943,-118.12994072050292,22,22
A1246683516913001744,1,33.89494801761526,-118.3573637629018,13,13
A1246685910830571146,2,34.1549953,-118.3386932,7,7
A1246713741854160303,3,34.091591285617106,-118.345682202159,21,21_2
A1246714567654264773,4,34.15597,-118.33959,7,7
A1246715871721131063,2,34.44050987676142,-118.39969288180464,14,14
A1248604922022575933,2,34.07376,-118.46822,29,29_0
A1248604922109661640,2,34.07376,-118.46822,29,29_0
A1248604922862271105,2,34.07376,-118.46822,29,29_0
A1248604925422391562,2,34.0737596,-118.468216,29,29_0
A1248611036796771963,3,34.07916786055148,-118.60289298281312,16,16
A1248618010754859590,3,34.16289,-118.20845,12,12
A1248622163777822460,5,34.17638,-118.3993,19,19
A1248625590938194402,1,33.98631586746129,-117.8807228873918,15,15
A1248663326997563735,10,33.836288014359035,-118.33845637573684,20,20
A1247796413173697629,2,34.19985,-118.46364,19,19
A1247810750405350060,8,34.02096,-117.9033,15,15
A1247814735076300612,2,34.17357630671541,-118.36722258478405,7,7
A1247830528253744521,6,34.07792874417744,-118.60454923170458,16,16
A1247841406273206167,2,34.00705,-118.25967,9,9_5
A1247852127349602080,2,33.76911316452301,-118.14080083040908,2,2
A1247862187987138525,5,34.05004909833276,-118.3784682950121,0,0_2
A1247866707991837947,6,34.18234780991175,-118.35903405409688,7,7
A1247882969402781211,6,34.07607660948189,-118.26969198078838,9,9_4
A1247905225459961250,2,34.1431,-118.09958,31,31
A1246731064781944676,14,34.083675849794965,-118.34386294829788,21,21_2
A1247917334855341298,2,34.02089,-118.50568,17,17_0
A1247918660891334608,3,34.08976,-118.38518,0,0_0
A1247918661961053533,4,34.08976,-118.38518,0,0_0
A1247918669298125801,8,34.08976,-118.38518,0,0_0
A1247918677816630317,3,34.08976,-118.38518,0,0_0
A1247918677996502633,3,34.08976,-118.38518,0,0_0
A1247918683647147078,3,34.08976,-118.38518,0,0_0
A1247918685053155318,3,34.08976,-118.38518,0,0_0
A1247932385645475555,3,34.0148,-118.49514,17,17_0
A1247113691617928862,4,34.000229935377675,-118.48151431060582,17,17_1
A1248672220984763381,2,34.05256,-118.26107,9,9_5
A1248672703954286650,6,33.7559027,-118.1358691,2,2
A1248691556971277500,1,33.9878714947614,-117.88069853874072,15,15
A1248692842735172770,8,34.07857,-118.60278,16,16
A1248695087424219956,12,34.159443054273744,-117.97803524354144,1,1
A1248728593774003376,2,34.0886967,-118.1349205,22,22
A1248737207253499419,4,34.01093,-118.49382,17,17_0
A1248738428876989033,4,34.09027,-118.36042,0,0_3
A1248743310884776956,6,33.77300085434075,-118.19152387246648,2,2
A1248762376521654222,4,34.09097,-118.36263,0,0_3
A1247118326075355041,6,34.11259940723355,-118.6009937375786,16,16
A1247126882664481616,2,33.87039,-118.37976,13,13
A1247133135562482188,6,33.9732373,-118.1458578,34,34
A1247146030013456091,16,33.9858416,-117.9184907,15,15
A1248769579451149497,4,34.17391732049185,-118.6015593274124,28,28
A1248802051573015354,4,34.1026,-118.38037,0,0_0
A1248853631160314902,2,34.07536721341939,-118.26387607204238,9,9_4
A1248893139615826231,8,34.06043,-118.13034,22,22
A1248903207081112058,2,34.06936617840551,-118.13509937309246,22,22
A1248927975319241211,12,34.164579,-118.4202301,19,19
A1248960532995578655,2,33.9884598035222,-118.4659976560872,17,17_1
A1248964255652917522,2,33.98638,-118.46616,17,17_2
A1249045824017310816,3,34.06091013045868,-118.1309866943851,22,22
A1249281758315865664,2,34.15703,-118.66185,28,28
A1247146753629257521,3,34.068094357290505,-118.38104818307876,0,0_1
A1247155893634905111,4,34.11547212002101,-118.36358337806152,21,21_0
A1247163126076579782,4,34.0362915,-118.6972996,16,16
A1247941866394608615,6,33.79177750926029,-118.18111216643167,2,2
A1247942498644533872,2,34.00446796567515,-118.47881661404114,17,17_1
A1247950000336558038,1,34.016607601134176,-118.24889536529996,9,9_5
A1247991399173697269,2,34.03566,-118.31892,27,27
A1247994457397715813,2,34.03492618786181,-118.32083078903808,27,27
A1247994932191945716,6,33.8925,-118.41437,13,13
A1247996248715897559,2,34.03411,-118.31931,27,27
A1247997863883260784,2,33.97739,-118.20202,6,6
A1248018506871191425,5,33.8974666,-118.4182206,13,13
A1248028075568684983,5,34.16484,-118.34877,7,7
A1247167625902497303,6,34.08159,-118.3161,21,21_1
A1247193053788418584,6,34.048933574251656,-118.1417560821392,22,22
A1247200868937291570,10,34.2446665,-118.2656544,12,12
A1247202487926856980,4,33.8997785,-118.3079027,18,18
A1247203149751707675,2,33.76644,-118.16443,2,2
A1249282148030092836,2,33.98433714777143,-117.87890943060266,15,15
A1249299640108078123,4,34.01473773033313,-118.3267138626647,27,27
A1249305032802804760,2,34.1681765,-118.4045351,19,19
A1249306652748979581,6,33.82186,-118.19119,2,2
A1249337056473973741,2,33.987271567138656,-118.3197524664515,27,27
A1249354317917103685,7,34.07995,-118.34529,21,21_2
A1249382596187535772,6,34.13585,-118.59382,28,28
A1249422943527736362,8,34.0368,-118.6112,16,16
A1249430732992762290,7,34.027137512183764,-118.45877045525742,29,29_0
A1247217370857689059,12,34.08755967899423,-118.29747186706292,9,9_1
A1252417336179616827,4,33.99086,-118.35537,27,27
A1252426022349855629,2,34.255157513489905,-118.2854522984178,7,7
A1252431222321601818,3,34.14409,-118.11314,31,31
A1248041701208755043,6,34.0426,-118.37185,0,0_2
A1248050374538294393,4,33.86681265589067,-118.4001533459539,13,13
A1248060838759266569,8,34.156596638838565,-118.5649226082127,28,28
A1248060869253985768,6,33.87330982760473,-118.4031113267477,13,13
A1250907795994324349,1,34.16054,-118.29475,12,12
A1250916608048062211,12,34.17878677745938,-118.44142699707272,19,19
A1250916661702021859,5,34.05357189204706,-118.40699817173228,0,0_1
A1250928512716738090,10,34.15841903333354,-118.6540276915635,28,28
A1250961223207329982,4,34.09875,-118.33657,21,21_3
A1250976011809781688,4,34.01489,-118.4902,17,17_0
A1251013904984403893,2,34.11319467983416,-118.02024866613898,1,1
A1249454698464866877,4,33.97781402579222,-118.3751241985133,25,25_1
A1249456362180818348,6,34.06869986256527,-118.4032837741213,0,0_1
A1249457612151775662,6,34.083947,-118.2814433,9,9_1
A1249472793883822511,4,34.06938,-118.3573,0,0_3
A1249483172009385284,5,33.91045971259061,-118.34639104528,25,25_0
A1249488940981765185,6,34.16877113210073,-118.14360922554752,31,31
A1249511782169021960,12,34.10685,-118.36785,21,21_0
A1249515450858471638,2,34.16104907105912,-118.44578001134742,19,19
A1249555237932938033,2,34.05346,-118.34904,0,0_2
A1249583133986094747,3,34.09170336796201,-118.34978300888189,21,21_2
A1252441393050481862,4,34.06291370205553,-118.37686975030162,0,0_3
A1252449256430289411,12,34.09031373319191,-118.3115402862768,21,21_1
A1252467185926942248,13,34.08940094469607,-118.31160693493892,21,21_1
A1252512506022395703,4,34.04406,-117.9354,24,24
A1249597311124086860,4,34.1009554,-118.3258303,21,21_3
A1249605591870933206,6,34.06439203396425,-118.3773112422396,0,0_3
A1249674267863872488,3,34.01538,-118.23878,6,6
A1249677450945448402,3,34.14188,-118.26859,12,12
A1249737121062977167,16,34.113986867766094,-118.36910122151234,21,21_0
A1249739393325933846,4,34.08902,-118.12326,22,22
A1249799007716829872,2,34.06270047600063,-118.1313394194222,22,22
A1249969943116863764,2,33.9457,-118.36543,25,25_2
A1252519317799519277,4,34.00908,-118.23962,6,6
A1252532317805364134,5,33.77363,-118.19343,2,2
A1249972465059391580,2,34.06521600000001,-118.3037876,9,9_2
A1249972759780636129,2,34.06521600000001,-118.3037876,9,9_2
A1249977006652322903,2,34.0618722,-118.341217,21,21_2
A1249977658595242278,2,34.0609448,-118.3561119,0,0_3
A1249984316145875312,10,34.14912419579328,-118.38223089551748,7,7
A1249987976536076411,8,33.77545,-118.1438,2,2
A1251089147837748085,11,34.10414154444208,-118.15730775598264,22,22
A1251105108983798493,2,34.062121920699376,-118.2979740630247,9,9_2
A1251106681257739581,2,34.06238,-118.29795,9,9_2
A1251114776845983079,2,34.0892965,-118.3843419,0,0_0
A1251126006134851662,4,34.128727778347766,-118.25648256886632,12,12
A1251142233839063742,4,34.12907231907199,-118.2551283265321,12,12
A1251161176759092544,4,34.09172,-118.37185,0,0_0
A1251227632131090150,4,33.99982,-117.9599,33,33
A1251379032886217723,2,34.05009,-118.24704,9,9_0
A1251458944205668625,12,34.00448,-117.89335,15,15
A1252534348268615152,4,34.00943,-118.23826,6,6
