id,accommodates,latitude,longitude,kmeans_cluster,sub_cluster
A581770569547205443,5,33.99101,-118.46219,17,17_1
A581803297603339331,2,33.964269555485274,-118.30272172465874,25,25_3
A570911716188217546,12,33.9960413,-117.8634918,15,15
A570973963935063189,2,33.97997857901056,-118.46428874240922,17,17_2
A571047385216832210,2,34.13213526712234,-118.21500222764664,12,12
A571117273765233725,2,33.88127585266386,-118.36204328535376,13,13
A571183743906411472,7,33.81877,-118.26654,20,20
A585384794304579225,14,34.14981180000001,-117.9878432,1,1
A585442547680982448,6,34.07349,-118.37456,0,0_3
A581842934674827990,2,34.08478,-118.41966,29,29_1
A581911260243894808,4,33.87737,-118.34959,13,13
A581921203031355926,2,34.1025,-118.2133,12,12
A581922170008795493,4,34.04936694242272,-118.41627921824876,29,29_1
A582095530126086222,3,34.10137,-118.31811,21,21_1
A582100518945101435,3,34.09975,-118.31782,21,21_1
A582100729620814715,4,34.045712,-118.258553,9,9_5
A582150012000208905,4,34.04248,-118.25057,9,9_5
A582150357979232356,11,34.25409,-118.50589,3,3
A582261686990937823,2,33.9718294,-118.349234,25,25_1
A583332761520850173,2,34.0776113,-118.3102237,21,21_1
A583339280261883648,2,34.10404,-118.31342,21,21_1
A583360259609224812,2,33.9967,-118.46987,17,17_1
A583391149879779010,2,34.11495,-118.02011,1,1
A583401168534701636,2,34.11271,-118.02032,1,1
A583401681024726156,2,34.16309,-118.4566,19,19
A583405066907287914,6,33.738201,-118.397713,20,20
A583419950729393855,3,33.95721,-118.38381,25,25_2
A583483716564427959,2,34.16211,-118.29279,12,12
A583500379204028649,3,34.09498,-118.25752,9,9_4
A585536586862752245,6,33.80488,-118.3652,20,20
A585539301305312168,5,34.12876,-118.25136,12,12
A582262762806202221,2,34.18503,-118.59918,28,28
A582495940461126753,2,34.16996,-118.566162,28,28
A582547474189272564,2,34.08946,-118.35076,21,21_2
A582548732992520178,3,33.75808,-118.13647,2,2
A582554059714380073,4,34.09475,-118.35557,21,21_2
A582563161087847218,4,34.05178,-118.33519,27,27
A582637871816400364,2,33.86663,-118.39946,13,13
A582654007380509561,5,34.16153,-118.28934,12,12
A585574403266046189,6,34.08666,-118.27409,9,9_1
A585583429025891916,6,34.184807,-118.553192,3,3
A583516598197695609,6,34.17107,-118.58807,28,28
A583551810579175779,2,33.99825,-118.26777,27,27
A583552058314787407,2,33.99759,-118.26643,27,27
A583552687879723216,2,33.99813,-118.26574,27,27
A583552900955191960,2,33.9999,-118.26731,27,27
A583685985939520106,8,34.14046,-117.97906,1,1
A583690136617115665,10,34.04196,-118.12634,22,22
A583726760774031686,5,34.04295,-118.25703,9,9_5
A583764641774900351,8,34.13853,-117.98059,1,1
A583932611372773301,5,34.15203,-118.25619,12,12
A585640519413573986,2,34.0686,-118.11404,22,22
A589175516405631499,5,34.12818,-118.34939,21,21_0
A589189762282731314,2,34.11496,-118.01944,1,1
A589201390522300775,2,34.09627,-118.35322,21,21_2
A589207725062306850,2,34.07697,-118.3085,21,21_1
A589226824825928663,2,34.01543,-118.47897,17,17_0
A589322172938135269,1,34.1356,-118.40704,19,19
A589354577911692099,1,33.96759,-118.45745,17,17_2
A589449576358968315,1,34.12046813964844,-118.20521545410156,12,12
A589560284852778442,4,33.97183,-118.34923,25,25_1
A585755976013132331,2,34.01869,-118.47379,17,17_0
A585778299903613308,2,33.97621,-118.32394,25,25_3
A585801306337361786,2,34.02305,-118.4111,4,4
A585905270219397925,1,34.056755,-118.304436,9,9_2
A585948688129775846,9,34.10958,-118.2981,21,21_1
A583938717954686266,8,34.13139,-118.23497,12,12
A584004950957617186,15,34.170567,-118.054901,1,1
A584005984784137964,8,33.83538,-118.17186,2,2
A584006249563951050,2,33.98961,-117.90266,15,15
A584104148257310423,2,33.8671012969476,-118.18909660724144,34,34
A584132852194418450,10,34.11713,-117.87593,24,24
A584140074204702577,5,34.06521,-118.45205,29,29_1
A584150394222052616,6,33.80583,-118.36948,20,20
A584154171064299070,2,33.7174,-118.30866,20,20
A584265203987238253,1,33.99335,-118.33537,27,27
A589561512479911102,4,34.1813934,-118.6083371,28,28
A589562216317287084,4,34.18196,-118.60797,28,28
A589699370120379381,1,34.18274,-118.33993,7,7
A589719640544889063,4,33.76407,-118.17977,2,2
A589727179356749917,7,34.20552,-118.23325,12,12
A589870281123401052,1,34.04541,-118.27257,9,9_3
A589902989264890981,2,33.92948,-117.99488,33,33
A586061288280217360,8,34.41659,-118.51906,23,23
A586122680108618837,6,33.83619,-118.36932,13,13
A584363237712925860,2,33.98834,-117.90302,15,15
A584430990770238184,2,34.19023540000001,-118.5920167,28,28
A584571636237406534,2,34.11111857438744,-118.19539893422066,12,12
A584656576826877951,6,34.16530870371116,-118.30986674608576,7,7
A584666373774297367,2,33.98888,-117.90303,15,15
A584668944211958415,2,33.98943,-117.90256,15,15
A584670680053661734,2,34.05017,-118.18427,6,6
A584723041873388242,4,33.99866,-118.29898,27,27
A584746962856983049,4,34.01508,-118.18026,6,6
A586133556327809035,2,34.18811,-118.60985,28,28
A586178614288329871,6,34.08233,-118.27656,9,9_1
A586205082046645705,8,34.22957,-118.48047,3,3
A589907278118303614,10,34.06467,-118.01091,1,1
A589914980792292081,10,34.16522,-118.75731,8,8
A589994380293536188,5,34.00548,-118.46072,17,17_1
A590002003715747644,6,34.18771,-118.62076,28,28
A590036409692380818,2,34.066662,-118.053871,1,1
A590073423239545240,2,34.14067,-117.99927,1,1
A590103693383478195,4,34.41953,-118.56231,23,23
A590163623616511519,4,34.04097,-118.25606,9,9_5
A590424703830648970,2,34.11278,-118.32344,21,21_3
A586299932528335014,2,34.11444,-118.32852,21,21_3
A584773879996488487,2,34.11237,-118.33374,21,21_3
A584783930492375525,6,34.22586,-118.52655,3,3
A584804271733105786,2,34.09816,-118.32005,21,21_1
A584867924653188907,2,34.0785,-118.39123,0,0_1
A584889923523975814,8,34.03878,-118.48132,29,29_0
A585013284897207500,6,34.19508162214002,-118.6383979395032,28,28
A585126326010168569,2,34.15158,-118.63651,28,28
A585128910478186358,1,34.101240220919976,-118.35167592911831,21,21_2
A585380400618631061,6,34.05454,-118.42936,29,29_1
A593400558702888624,6,34.05566617092511,-118.3714195718132,0,0_2
A586375796891314779,2,34.16665,-118.582,28,28
A590460877525932257,8,34.04787900964426,-118.1868812849418,6,6
A590481685898787607,2,34.099369049072266,-118.21468353271484,12,12
A590496214532823131,4,33.96274,-118.39676,4,4
A590599765653666397,8,34.08052,-118.1242,22,22
A590652388193256598,1,34.13407,-118.14449,31,31
A590672009622322410,2,34.11272560449187,-118.31973710514848,21,21_3
A590684380045048780,4,33.7801,-118.14952,2,2
A590725126714089771,2,34.05027,-118.24912,9,9_0
A590754551870411486,4,34.058469039712335,-118.2867108314516,9,9_3
A586412715901616135,4,34.03362,-118.33868,27,27
A586535027178797928,2,33.988922119140625,-118.47032165527344,17,17_1
A586596311609755681,2,34.10736,-118.3239,21,21_3
A593430413286599495,8,34.0945,-118.37557,0,0_0
A593453145254119358,2,34.12169,-118.36064,21,21_0
A593467311702123123,7,34.06609,-118.02461,1,1
A593468450153127676,4,33.99027,-118.444,17,17_2
A593480584624642677,2,34.00132,-118.47864,17,17_1
A593506711570195945,1,34.05964,-118.43062,29,29_1
A593563874468145823,1,34.0596,-118.05969,1,1
A593589377725219018,4,34.0101,-118.44202,4,4
A593750735124477647,2,33.99758,-118.4652,17,17_1
A593954052660456262,6,34.10874,-118.28145,9,9_1
A586832272580225161,7,34.10069,-118.2729,9,9_1
A586864819368421266,2,34.025,-118.46472,17,17_1
A586912938652267182,1,34.04078,-118.30559,27,27
A586956250944259420,2,33.93557,-118.1541,34,34
A586975216366462442,5,34.04305305103857,-118.45742872340544,29,29_0
A586990809587627357,16,34.45396,-118.17973,5,5
A590818718660218630,6,34.10019,-118.22371,12,12
A590819328798254893,4,34.10037,-118.31484,21,21_1
A591337217580757492,2,33.98666,-117.917282,15,15
A591376876096377366,4,34.41248,-118.56118,23,23
A591406547249115520,6,33.987991509414265,-118.4372931328827,4,4
A591582312089885370,4,33.76069,-118.14454,2,2
A591871389757174110,6,34.08411,-118.60562,16,16
A591895161040920394,4,34.065453,-118.643494,16,16
A592021018503110622,2,34.12199,-118.18875,12,12
A594078788008156284,2,34.00334,-118.34269,27,27
A594099185719799334,3,34.08776,-118.30653,21,21_1
A594099253570730567,4,33.86507,-118.14401,34,34
A594099670631579309,4,34.12542,-118.34653,21,21_0
A594113677105190480,8,33.98529,-118.42164,4,4
A594132019518282664,4,33.97466,-118.34679,25,25_1
A594140979736666625,2,34.18554,-118.28733,12,12
A594141278685139829,3,34.18455,-118.64603,28,28
A594149089822300167,7,34.05874,-118.12209,22,22
A594156712589109883,4,34.22842,-118.45942,19,19
A587017227708011513,3,33.794167,-118.165771,2,2
A587037534108868841,2,34.01995,-118.30312,27,27
A587116808078801945,8,34.098869,-118.378365,0,0_0
A594185131739796082,3,34.0577,-118.11295,22,22
A594190768109464069,2,33.9819,-118.35218,25,25_1
A594287263312587509,2,33.98598,-117.91623,15,15
A594287462811204908,3,33.98614,-117.9162,15,15
A594316590162885519,2,34.08107,-117.74278,11,11
A594364207039033710,1,34.071649776013466,-118.37394628260452,0,0_3
A594389624923383116,3,33.77388,-118.18556,2,2
A594415200491661545,6,33.98385,-118.44319,17,17_2
A594485898239192660,6,33.87482,-118.17386,34,34
A594624024224603322,2,34.16757,-118.57994,28,28
A587223579917825422,6,34.07246,-118.13004,22,22
A587289712856624366,2,34.04916,-118.09478,22,22
A587569275860395823,2,34.05882,-118.26911,9,9_3
A587570739751688901,6,34.16895,-118.64235,28,28
A587676649660361041,2,34.09991,-118.44442,29,29_1
A592251069607248604,2,33.93534,-118.36387,25,25_0
A592441783185116510,2,33.9718294,-118.349234,25,25_1
A592591836462978154,2,34.1766,-118.40315,19,19
A592624459451554098,6,34.12657,-118.22406,12,12
A592644465107749410,4,34.08902,-118.35771,21,21_2
A592671441413525237,8,34.08305,-118.25644,9,9_4
A592705110456957880,4,33.984711,-118.361557,25,25_1
A592705461192225974,8,33.99905,-117.96539,33,33
A592706897215640325,4,34.26093,-118.35488,7,7
A587693435961845510,8,34.07178,-118.25684,9,9_4
A594714283192237266,8,34.07775,-118.37247,0,0_3
A594744430725854493,12,34.08388,-118.35631,0,0_3
A594771544789878343,12,34.08577,-118.35471,21,21_2
A594831395304970429,12,34.13298,-118.35713,7,7
A594839248877949226,3,33.871319,-118.399467,13,13
A594856667216943632,6,34.26616,-118.41905,19,19
A594858161536128673,3,33.94464,-118.03766,33,33
A594918756724675131,6,33.95741,-118.38485,25,25_2
A594988287243223152,6,34.0894,-118.12124,22,22
A595063466472406423,2,34.16829,-118.33017,7,7
A587803536656576658,9,33.9885,-117.95884,33,33
A595077955584921806,7,34.17566,-118.52201,3,3
A595107184466545013,8,34.02326,-118.83058,30,30
A595117510432918165,8,34.03788,-118.63168,16,16
A595125745844532933,3,33.76609,-118.15699,2,2
A595136997715648208,4,33.95786,-118.38604,25,25_2
A595145656165041313,4,33.95803,-118.38401,25,25_2
A595211832702147828,8,34.09746,-118.13714,22,22
A595258721795366398,4,34.08781,-118.33689,21,21_2
A595483917683246341,6,34.01874,-118.47328,17,17_0
A587811631531800014,4,34.05485,-118.17291,6,6
A587874770820176876,14,34.13891,-118.39227,7,7
A592707980069667554,2,34.09034414177713,-118.3502381899007,21,21_2
A592774598251116554,6,34.19737,-118.51303,3,3
A592822572202294222,4,34.02012,-118.4951,17,17_0
A592865465910259341,6,34.02392,-118.44611,29,29_0
A592867560909753266,8,34.16007,-118.69802,8,8
A592928893914960035,6,34.0953,-118.33357,21,21_3
A592937635423286906,2,34.07977,-118.28293,9,9_1
A592941565318148600,2,34.60496,-118.14007,5,5
A592976792697047275,4,33.98472,-118.05938,33,33
A587877541355588306,4,34.5627861,-118.0887892,5,5
A587881692450640140,2,34.09901,-118.59786,16,16
A587895318292521620,10,33.89017,-118.31538,18,18
A587903264001999970,4,34.11474,-118.32406,21,21_3
A595553658555834168,4,33.81787,-118.3139,20,20
A595617156427242738,2,33.95895,-118.40844,4,4
A595630636279807535,6,34.59996,-118.16068,5,5
A595634594243472069,2,33.80311,-118.18425,2,2
A595682884256390950,1,34.06057,-118.05741,1,1
A595683945228580601,2,34.07276415060815,-118.2502494407914,9,9_4
A595712940315834514,4,34.05536,-118.17662,6,6
A595812369467802822,6,34.11618,-117.91618,24,24
A595815157078642912,16,33.9762,-117.87336,15,15
A595906128355622030,4,33.77949,-118.154,2,2
A587908127596741792,12,34.19342,-118.66221,28,28
A587924100716186438,5,33.85678,-118.3992,13,13
A592988170978710096,8,33.866305985644615,-118.20324336220892,18,18
A592994545613213503,2,34.10758,-118.01421,1,1
A593000252575505246,8,33.770996,-118.167877,2,2
A593044301463441708,2,33.78399,-118.14595,2,2
A593285428563408328,2,34.1077,-118.01491,1,1
A596446400746630869,2,33.92628,-118.36148,25,25_0
A596450747959667851,3,34.11342,-118.25412,12,12
A596454701222984909,2,34.03465,-118.46532,29,29_0
A596471643104470816,5,34.16125,-118.43808,19,19
A587975808782544361,2,33.88221,-118.39165,13,13
A587984925123917287,2,34.08089,-118.37131,0,0_3
A596233586451859638,2,33.761179005428986,-118.1233004103247,2,2
A596259632751828755,10,34.02658,-118.76471,30,30
A596263125576350025,6,34.03788,-118.62726,16,16
A596267451274652740,8,34.04105,-118.7734,30,30
A596282035466116985,16,34.04053,-118.5994,16,16
A596292401172099914,6,34.04548,-118.62241,16,16
A596397416121345319,4,34.02651,-118.1869,6,6
A599859130435458177,4,34.15013,-118.59566,28,28
A599902843504827474,6,33.87099,-118.40484,13,13
A599950544059911385,8,34.03924,-118.61482,16,16
A588140946645118121,2,34.0036687,-118.4231103,4,4
A588232891574918096,6,34.20204,-118.39635,19,19
A588301529456180365,5,34.14222,-118.23068,12,12
A588394708494044117,4,34.04963,-118.18755,6,6
A596488246429076650,4,34.21977,-118.38528,7,7
A596510023827366786,6,34.22615,-118.50977,3,3
A596534302206210581,7,34.18473,-118.65483,28,28
A596596659166038063,2,34.1407,-117.99929,1,1
A596623269399054102,2,33.88489532470703,-118.34400939941406,13,13
A596682269980400102,4,34.0206,-118.37562,4,4
A596711919967779547,8,34.17107,-118.61133,28,28
A596750967666024312,1,33.9057119,-118.33599,25,25_0
A596955767167300493,2,34.04849,-118.24823,9,9_0
A588426797893466377,2,34.0534,-118.24264,9,9_0
A588458609377845070,10,34.09594,-118.34329,21,21_2
A600016185494453891,2,34.01006,-118.36751,4,4
A600114526528806606,8,34.11531,-118.38748,0,0_0
A600158011772181414,4,34.1058102,-117.9228635,24,24
A600167672601702392,2,34.01077,-118.36669,27,27
A600168349586340895,1,34.069316789266495,-118.37423197106872,0,0_3
A600174175297011318,4,34.07097719780843,-118.3741491469778,0,0_3
A600174228365029577,1,34.07113,-118.37602,0,0_3
A600178303033134609,2,34.00907,-118.36571,27,27
A600183956077395604,2,34.00915,-118.36554,27,27
A600201926800520998,3,33.76136,-118.117,2,2
A600238778213236595,2,34.01441,-118.40413,4,4
A588472430922742029,6,34.04398,-118.43602,29,29_1
A588501731306165752,6,33.95624,-118.38409,25,25_2
A597179355177946532,4,33.98566,-118.45388,17,17_2
A597326203757944822,4,34.171340362937684,-118.60860278508376,28,28
A597353821465473381,1,34.18362,-118.32487,7,7
A597377669349201616,4,33.76497,-118.19399,2,2
A597742672691525437,2,34.11165,-118.24219,12,12
A597768863987019849,1,33.98223,-118.46913,17,17_2
A597781042498539331,4,34.12428,-118.15516,31,31
A597788052307505703,4,34.10804,-118.33595,21,21_3
A597792929757936775,4,34.09041,-118.37647,0,0_0
A588540766267975266,2,33.9352,-118.15398,34,34
A588587240516667852,2,34.04769,-118.46597,29,29_0
A600276927951129305,8,34.05041,-117.93104,24,24
A600308698006625936,8,34.22351,-118.53456,3,3
A600340083258297609,3,34.05229,-117.9296,24,24
A600379915802773628,4,33.964866638183594,-118.221435546875,18,18
A600689394177984036,4,34.078810753682056,-118.1134641234023,22,22
A600765021107814164,1,34.0709670330999,-118.37406074305515,0,0_3
A600767956952303924,2,33.997917,-118.43502,4,4
A600769831229434117,4,34.07803,-117.9527,24,24
A600797068849785209,2,33.95796,-118.38439,25,25_2
A600824569244427324,2,33.95584,-118.38289,25,25_2
A588634667531268006,5,34.057589738323465,-118.24078092857798,9,9_0
A588669920408847079,2,33.94892,-118.12871,34,34
A588745365264268198,2,34.03394,-118.34438,27,27
A588829982646913310,2,34.1680192,-118.5782251,28,28
A597825945592053524,1,33.97307,-118.31327,27,27
A597857778063241956,4,34.10598,-118.18064,31,31
A597906060277386761,2,34.09202,-118.35558,21,21_2
A597943874017907824,2,34.10417,-118.34139,21,21_3
A597970144669497995,1,34.13938,-117.99899,1,1
A598039633841674568,3,34.08534,-118.26415,9,9_4
A598042486865343072,4,34.1061,-118.03414,1,1
A598058159722535616,4,34.15296,-118.25693,12,12
A598111011649092200,1,34.04609,-118.37434,0,0_2
A598118400708839462,3,34.41978,-118.56262,23,23
A589064520418456987,2,34.04403,-118.30491,27,27
A589092050049578424,5,34.163,-118.36559,7,7
A600835617153848189,2,33.95679,-118.38481,25,25_2
A600877388227975510,1,34.30884,-118.41843,14,14
A600901284690759859,6,34.04078,-118.1722,6,6
A600947909959019386,4,34.65208,-118.21804,32,32
A601022231113944876,3,34.13604,-118.25595,12,12
A601134589256527807,6,34.07159,-118.35877,0,0_3
A601369524167065334,2,34.07074,-118.25537,9,9_4
A601430101282105404,6,34.04687,-118.55805,16,16
A601449568597942717,2,34.09079,-118.594955,16,16
A601530941310205802,4,34.0304,-118.38176,4,4
A589158712842804088,2,34.02567,-118.46362,17,17_1
A601604220996243785,4,34.01168,-118.09021,22,22
A601627612650423469,5,34.05839,-118.2423,9,9_0
A601628076011269721,1,34.10121,-118.34666,21,21_2
A602095989469755814,3,33.9818,-118.3898,4,4
A602099788607977715,8,33.996245063356454,-118.2944769365953,27,27
A602129325787116625,5,34.09414,-118.3326,21,21_3
A602137468325157326,4,33.99361986861999,-118.42690017367045,4,4
A602164903771205093,5,34.09365,-118.3331,21,21_3
A602175887604106886,9,34.3032,-118.52293,3,3
A602208212932859701,9,34.43517,-118.40555,14,14
A598253146814270053,4,34.1858127,-118.5890077,28,28
A598336714144558450,4,33.76139,-118.14724,2,2
A598424425573180262,2,34.01103,-118.39698,4,4
A598424643743815665,5,34.09672,-118.21583,12,12
A598480750777534119,6,33.9895,-118.46992,17,17_1
A598518670230848201,13,34.18115,-118.43578,19,19
A598528884649659925,2,34.16008,-118.31834,7,7
A598576402437947282,2,34.16,-118.31962,7,7
A598648168135426495,3,33.98995,-117.91655,15,15
A602208788505488355,2,34.05511,-118.10401,22,22
A602210478697883040,2,34.05477,-118.13913,22,22
A602222254999435576,5,34.01235,-118.44594,17,17_1
A602252360618260549,1,33.97628,-118.46311,17,17_2
A602281427377852998,4,33.76532,-118.14776,2,2
A602334117167196660,3,33.77057,-118.19646,2,2
